Wall time,Step,Value
1648213879.4961877,0,0.3845229744911194
1648214261.3844519,1,0.38797658681869507
1648214663.1654902,2,0.3879219591617584
1648215065.53461,3,0.4062000811100006
1648215457.786142,4,0.41676563024520874
1648215854.1315584,5,0.40690991282463074
1648216248.9352655,6,0.41755735874176025
1648216640.1555617,7,0.42207571864128113
1648217030.16011,8,0.4230721890926361
1648217424.704511,9,0.43355584144592285
1648217820.8835373,10,0.43090763688087463
1648218341.4825215,11,0.4340609014034271
1648218914.0589228,12,0.4334193468093872
1648219432.0087764,13,0.43503010272979736
1648219912.7054882,14,0.4317266643047333
1648220305.5414608,15,0.4265531003475189
1648220694.061389,16,0.43404725193977356
1648221082.6104221,17,0.4357808828353882
1648221471.393239,18,0.43393805623054504
1648221859.636498,19,0.43533042073249817
1648222259.5674887,20,0.4374052882194519
1648222648.5976777,21,0.44113191962242126
1648223038.2491353,22,0.44185537099838257
1648223428.1220646,23,0.4392890930175781
1648223818.728969,24,0.4373779892921448
1648224209.2232058,25,0.4427153766155243
1648224601.3700244,26,0.44266077876091003
1648224992.8406482,27,0.44682419300079346
1648225383.7497761,28,0.4458549916744232
1648225778.8816063,29,0.44507691264152527
1648226171.454282,30,0.4501003324985504
1648226563.8703773,31,0.44803908467292786
1648226956.9088264,32,0.44458550214767456
1648227346.9213529,33,0.4488990902900696
1648227737.7107997,34,0.44492676854133606
1648228127.9307852,35,0.4488444924354553
1648228519.191955,36,0.45065999031066895
1648228909.7879226,37,0.446250855922699
1648229303.931397,38,0.45151999592781067
1648229696.3604577,39,0.4412001669406891
