Wall time,Step,Value
1651826859.287134,0,0.7014619708061218
1651826961.9448683,1,0.7231664061546326
1651827065.2040374,2,0.7317525744438171
1651827168.4215417,3,0.7396289706230164
1651827269.760955,4,0.7466590404510498
1651827373.7899337,5,0.7481878995895386
1651827478.2660685,6,0.7513411641120911
1651827578.786852,7,0.7540030479431152
1651827681.8028855,8,0.7561325430870056
1651827785.0474453,9,0.7573201060295105
1651827887.6537628,10,0.7588489651679993
1651827993.3069432,11,0.7592312097549438
1651828095.8972595,12,0.7606781721115112
1651828198.762903,13,0.7621524333953857
1651828296.0668986,14,0.7615790963172913
1651828390.462643,15,0.7626575231552124
1651828485.0427983,16,0.7622206807136536
1651828580.1644034,17,0.7627257704734802
1651828674.8242087,18,0.7642000317573547
1651828769.449361,19,0.7640361785888672
1651828864.2646542,20,0.7646368145942688
1651828959.0857298,21,0.7662339210510254
1651829053.7260365,22,0.7658107876777649
1651829149.7781224,23,0.7642273306846619
1651829244.5678067,24,0.7677081823348999
1651829338.9714437,25,0.7669710516929626
1651829433.4828458,26,0.7681450247764587
1651829527.4716585,27,0.7664523720741272
1651829621.682153,28,0.7676535844802856
1651829715.613972,29,0.7670392990112305
1651829809.9558656,30,0.7682132720947266
1651829903.7377546,31,0.7664933204650879
1651829999.554598,32,0.7703018188476562
1651830095.898804,33,0.7696875333786011
1651830192.119697,34,0.77083420753479
1651830286.7922728,35,0.7687729597091675
1651830381.4186535,36,0.7709570527076721
1651830476.1220207,37,0.769346296787262
1651830570.2719128,38,0.770247220993042
1651830664.6905513,39,0.7711071968078613
