Wall time,Step,Value
1648612611.6972568,0,0.7043968439102173
1648613031.2709427,1,0.7242720723152161
1648613519.7013266,2,0.7380045652389526
1648613985.6859288,3,0.742277204990387
1648614444.1280274,4,0.7488294839859009
1648614909.1139545,5,0.7494847178459167
1648615356.4332695,6,0.7537436485290527
1648615780.7289767,7,0.7544125318527222
1648616228.248175,8,0.7564055323600769
1648616673.2154741,9,0.7580299377441406
1648617096.8632736,10,0.7592858076095581
1648617542.755017,11,0.7578797936439514
1648617986.1135116,12,0.7610330581665039
1648618444.9868588,13,0.7608829140663147
1648618892.846945,14,0.760746419429779
1648619341.9768488,15,0.7630397081375122
1648619790.2384367,16,0.7631352543830872
1648620239.009184,17,0.7635993957519531
1648620685.7238138,18,0.7647733092308044
1648621148.0153348,19,0.7647596597671509
1648621607.8555617,20,0.7651146054267883
1648622054.5329103,21,0.7663021683692932
1648622497.8913193,22,0.7660974264144897
1648622934.1966794,23,0.7670939564704895
1648623383.9565074,24,0.7664250731468201
1648623825.0751314,25,0.7667117118835449
1648624262.4809513,26,0.7678583860397339
1648624703.791755,27,0.76751708984375
1648625141.399192,28,0.7675580382347107
1648625586.3290062,29,0.7680494785308838
1648626040.6098073,30,0.7681859731674194
1648626496.3382595,31,0.7679948806762695
1648626946.1622162,32,0.7685409188270569
1648627399.4736676,33,0.7691824436187744
1648627846.4491217,34,0.7688002586364746
1648628308.7118237,35,0.7697148323059082
1648628766.9644718,36,0.7695237398147583
1648629208.5792527,37,0.769660234451294
1648629645.3150733,38,0.7696738839149475
1648630098.3952718,39,0.7706430554389954
