Wall time,Step,Value
1651924731.5585713,0,0.6973258256912231
1651924853.3957243,1,0.7222108244895935
1651924972.8993554,2,0.7305923104286194
1651925088.406388,3,0.7391921877861023
1651925206.4188483,4,0.7402978539466858
1651925324.0509741,5,0.7475599646568298
1651925440.36551,6,0.7488294839859009
1651925558.6588354,7,0.7516141533851624
1651925674.6263468,8,0.7542350888252258
1651925785.619201,9,0.7547265291213989
1651925905.561678,10,0.7577160000801086
1651926021.1686087,11,0.756528377532959
1651926139.192536,12,0.7590947151184082
1651926256.722117,13,0.759162962436676
1651926372.5513837,14,0.7590810656547546
1651926485.1797633,15,0.7611013054847717
1651926593.2442076,16,0.7597908973693848
1651926705.4053519,17,0.7629305124282837
1651926818.6852,18,0.7607327699661255
1651926932.6287107,19,0.7638996839523315
1651927048.6204526,20,0.7624800205230713
1651927170.4919817,21,0.7635857462882996
1651927277.9633398,22,0.7640361785888672
1651927391.285698,23,0.7635993957519531
1651927505.6078894,24,0.7647323608398438
1651927613.670497,25,0.7657425403594971
1651927735.3242462,26,0.7652374505996704
1651927844.7417355,27,0.766247570514679
1651927975.1870644,28,0.7651965022087097
1651928089.0450752,29,0.7652101516723633
1651928223.4750562,30,0.7685545682907104
1651928362.3031712,31,0.7661929726600647
1651928500.7350712,32,0.7669437527656555
1651928637.8282464,33,0.7680631279945374
1651928777.2287157,34,0.767981231212616
1651928914.977989,35,0.768882155418396
1651929047.677041,36,0.7685272693634033
1651929176.7475417,37,0.7675989866256714
1651929319.0290527,38,0.7683907151222229
1651929466.6094418,39,0.7690868973731995
